Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Jamaica,JAM,"Net financial flows, bilateral (NFL, current US$)",DT.NFL.BLAT.CD,,,,,,,,,,,5579000,16665000,5126000,31169000,26936000,29954000,160370000,13627000,54231000,74908000,197797000,261880000,255875000,225578000,230510000,155160000,-48876000,37397000,67666000,56836000,43601000,205396000,-17028000,-63186000,-78021000,-60304000,-138951000,-188088000,-98783000,-140437000,-95407000,-135984000,-65992000,-61292000,-83601000,-89822000,47174000,97955000,-56020000,-84849000,28782000,42171000,40765000,23806000,1615000,-10801000,-38647000,
Jamaica,JAM,"Average maturity on new external debt commitments, private (years)",DT.MAT.PRVT,,,,,,,,,,,0,9.1356,8.0019,9.178,10.8014,6.5545,11.5216,5.5906,6.8652,3.3349,5.6601,8.1348,2.8612,11.4775,8.9462,2.2919,4.3095,2.3703,7.6288,3.4311,1.9305,4.4731,13.4322,2.2347,6,11.7233,7.992,9.6953,7.1967,8.4004,6.0165,11.9025,11.8613,8.6231,8.9787,12.7806,20.391,27.1722,10.754,11.248,0,11.3088,0,0,11.0264,18.3542,32,
Jamaica,JAM,"Average maturity on new external debt commitments, official (years)",DT.MAT.OFFT,,,,,,,,,,,16.8949,26.8951,13.3729,20.9265,25.9455,24.1483,13.6349,20.3267,23.3806,20.8763,14.8194,15.7587,15.8704,20.4812,18.3636,15.0455,19.0777,17.8389,22.2279,23.4264,20.0526,20.389,22.7977,20.0415,25.9253,21.5664,19.7012,21.017,12.6885,19.9012,20.0779,19.1506,18.2834,15.9782,13.7027,21.9659,17.5454,19.791,23.3217,16.4865,20.3629,19.8585,25.113,19.113,24.3682,24.0977,21.4166,
Jamaica,JAM,Average maturity on new external debt commitments (years),DT.MAT.DPPG,,,,,,,,,,,16.8949,18.4947,9.7212,12.8392,16.4331,11.7711,13.2467,15.0405,17.6763,17.6353,13.8568,14.1953,14.6724,18.2356,17.0649,10.8926,11.8124,14.8717,19.9424,19.0692,18.0623,20.1613,21.0419,17.4442,22.5353,18.0538,16.1879,19.8342,8.5908,16.0866,11.2612,13.5086,14.3195,11.6375,9.2387,14.132,19.3231,26.3162,16.7866,14.7931,20.3629,14.0315,25.113,19.113,15.5994,19.0814,29.9366,
Jamaica,JAM,"Interest rescheduled, private (current US$)",DT.IXR.PRVT.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001000,858000,596000,429000,221000,124000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jamaica,JAM,"Interest rescheduled, official (current US$)",DT.IXR.OFFT.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16684000,53637000,33662000,35051000,23909000,29557000,16326000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jamaica,JAM,Interest rescheduled (capitalized) (current US$),DT.IXR.DPPG.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17685000,54495000,34258000,35480000,24130000,29681000,16366000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jamaica,JAM,Interest forgiven (current US$),DT.IXF.DPPG.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486000,10517000,3751000,3329000,2655000,0,0,0,0,0,0,0,0,0,0,376000,605000,0,1423000,101000,1520000,126000,64531000,48984000,115000,62000,53000,
Jamaica,JAM,"Interest arrears, private creditors (current US$)",DT.IXA.PRVT.CD,,,,,,,,,,,0,0,0,400000,517000,0,0,0,0,0,0,0,56000,4374000,800000,2971000,3466000,8948000,14787000,28478000,37448000,39495000,43374000,35413000,14592000,14704000,14402000,6696000,6753000,6924000,28158000,46854000,62580000,77628000,87816000,41016000,57935000,77633000,77200000,47733000,47706000,35085000,31682000,21548000,29556000,1241000,0,
Jamaica,JAM,"Interest arrears, official creditors (current US$)",DT.IXA.OFFT.CD,,,,,,,,,,,7000,0,0,18000,37000,0,0,0,0,0,0,1553000,5215000,32275000,26641000,17617000,38071000,29312000,47554000,95719000,86883000,86949000,91450000,99027000,92162000,87061000,83705000,66441000,67139000,112984000,121628000,110279000,107578000,118939000,139022000,183229000,198704000,201696000,186090000,175952000,166610000,161613000,94124000,18861000,17367000,23209000,54975000,
Jamaica,JAM,Net change in interest arrears (current US$),DT.IXA.DPPG.CD.CG,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61856000,134000,2113000,8380000,-384000,-27686000,-4989000,-3658000,-24970000,755000,46016000,29878000,7347000,13025000,26409000,30271000,-2593000,32394000,22690000,-16039000,-39605000,-9369000,-17618000,-70892000,-85397000,6514000,-22473000,30525000,
Jamaica,JAM,"Interest arrears, long-term DOD (US$)",DT.IXA.DPPG.CD,,,,,,,,,,,7000,0,0,418000,554000,0,0,0,0,0,0,1553000,5271000,36649000,27441000,20588000,41537000,38260000,62341000,124197000,124331000,126444000,134824000,134440000,106754000,101765000,98107000,73137000,73892000,119908000,149786000,157133000,170158000,196567000,226838000,224245000,256639000,279329000,263290000,223685000,214316000,196698000,125806000,40409000,46923000,24450000,54975000,
Jamaica,JAM,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,,,,,,,,,,,7041000,6711000,8233000,11974000,26404000,39365000,43430000,39253000,43807000,56941000,69270000,47307000,68920000,76902000,91877000,88359000,72088000,61444000,47306000,49809000,35315000,30655000,20578000,14375000,35129000,23116000,19246000,18339000,16080000,41102000,74865000,159787000,211893000,198712000,216703000,277229000,331878000,382033000,400941000,425987000,388059000,382933000,394389000,347208000,337877000,359493000,496740000,448483000
Jamaica,JAM,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,,,,,,,,,,,0,0,83000,237000,1963000,1582000,2294000,6753000,7067000,8984000,12940000,6788000,6500000,3573000,16949000,20062000,21090000,13602000,15810000,15806000,14888000,10891000,7257000,3753000,21632000,2421000,2120000,1713000,1010000,531000,6842000,3486000,3903000,2297000,1495000,1026000,740000,1185000,1068000,966000,1418000,986000,574000,595000,662000,571000,1064000,674000
Jamaica,JAM,"PNG, commercial banks and other creditors (INT, current US$)",DT.INT.PNGC.CD,,,,,,,,,,,54200000,51100000,50300000,63000000,67300000,59200000,41200000,33600000,23100000,6600000,6800000,5300000,3600000,5300000,6000000,4700000,4200000,4500000,3800000,3211000,2524000,2691000,2224000,2200000,1840000,6000000,6000000,8313000,7758000,7610000,11128000,10333000,9538000,1180000,3229000,5032000,6086000,4643000,2393000,941000,377000,2502000,2631000,4366000,4921000,6421000,12174000,
Jamaica,JAM,"PNG, bonds (INT, current US$)",DT.INT.PNGB.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696000,4640000,4640000,4640000,4640000,4640000,2320000,0,0,0,0,20812000,44950000,180587000,190537000,223866000,340138000,405504000,225839000,141250000,201250000,232469000,79938000,
Jamaica,JAM,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,,,,,,,,,,,1226000,1333000,3473000,6557000,19629000,33277000,37415000,29472000,33715000,45557000,54503000,39401000,61532000,72929000,74903000,68297000,50989000,47842000,31496000,34003000,20427000,19764000,13321000,10622000,13497000,18878000,15475000,13817000,12240000,11256000,18002000,14481000,10641000,5673000,8360000,11100000,6195000,7777000,7430000,21302000,12071000,13503000,14530000,13333000,12249000,14830000,11945000,5860000
Jamaica,JAM,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,,,,,,,,,,,5815000,5378000,4677000,5180000,4812000,4506000,3721000,3028000,3025000,2400000,1827000,1118000,888000,400000,25000,0,9000,0,0,0,0,0,0,0,0,1817000,1651000,2809000,2830000,29315000,50021000,141820000,197349000,190742000,206848000,265103000,324943000,373071000,392443000,403719000,374570000,368444000,379285000,333280000,324966000,344092000,483731000,441949000
Jamaica,JAM,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,,,,,,,,,,,2239000,3572000,4702000,6286000,8419000,11863000,12031000,26509000,32121000,41856000,45881000,57961000,68536000,75798000,96984000,118254000,147601000,140597000,142029000,120950000,165538000,159694000,147017000,147424000,143006000,158991000,149421000,124234000,108864000,102461000,121138000,115026000,98801000,99841000,89867000,84143000,91679000,91253000,82120000,96817000,100491000,108978000,67587000,69054000,67938000,67320000,78230000,75448000
Jamaica,JAM,"PPG, multilateral concessional (INT, current US$)",DT.INT.MLTC.CD,,,,,,,,,,,0,30000,176000,338000,514000,682000,718000,863000,989000,1482000,2092000,2712000,3594000,3900000,4778000,4773000,4378000,4444000,5215000,4810000,5530000,4374000,4403000,4884000,4143000,3670000,3590000,5600000,3089000,3258000,3732000,4743000,3998000,4551000,5554000,5001000,8741000,10919000,10931000,7846000,12095000,11693000,11929000,14322000,14386000,13921000,11845000,
Jamaica,JAM,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,,,,,,,,,,,1049000,1933000,2544000,3096000,3531000,4259000,5110000,7452000,9597000,14216000,17083000,18853000,25041000,33523000,42228000,46168000,63859000,82431000,84635000,78481000,86016000,91574000,92678000,84165000,83963000,83145000,74932000,69467000,60590000,57828000,65124000,70862000,66558000,67671000,61336000,62948000,67224000,69038000,62294000,59340000,50976000,60744000,51172000,49887000,46841000,47392000,58867000,56397000
Jamaica,JAM,"PPG, IDA (INT, current US$)",DT.INT.MIDA.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jamaica,JAM,"PPG, IBRD (INT, current US$)",DT.INT.MIBR.CD,,,,,,,,,,,1049000,1892000,2332000,2698000,2870000,3317000,3853000,5082000,6603000,10856000,12713000,13793000,18266000,25920000,31318000,33515000,48017000,56225000,61417000,55223000,58374000,58511000,58731000,49152000,48463000,47344000,41082000,33895000,27587000,23858000,22362000,21536000,20618000,20233000,17778000,18851000,21755000,22346000,19062000,15316000,11611000,10636000,11767000,10308000,9327000,9247000,11800000,
Jamaica,JAM,"Interest payments on external debt, short-term (INT, current US$)",DT.INT.DSTC.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,15000000,14000000,11000000,17000000,27000000,21600000,14000000,14000000,17000000,20025000,24030000,16945000,15455000,12361000,13768000,23741000,25561000,32656000,33954000,35412000,49403000,33000000,19000000,16000000,29635000,31985000,39000000,60000000,27000000,9500000,9100000,12961000,24520000,19472000,21451000,20760000,22886000,
Jamaica,JAM,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,,,,,,,,,,,9280000,10283000,12935000,18260000,34823000,51228000,55461000,65762000,75928000,98797000,115151000,105268000,137456000,152700000,188861000,206613000,219689000,202041000,189335000,170759000,200853000,190349000,167595000,161799000,178135000,182107000,168667000,142573000,124944000,143563000,196003000,274813000,310694000,298553000,306570000,361372000,423557000,473286000,483061000,522804000,488550000,491911000,461976000,416262000,405815000,426813000,574970000,
Jamaica,JAM,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,,,,,,,,,,,54200000,51100000,50300000,63000000,67300000,59200000,41200000,33600000,23100000,6600000,6800000,5300000,3600000,5300000,6000000,4700000,4200000,4500000,3800000,3211000,2524000,2691000,2224000,2200000,2536000,10640000,10640000,12953000,12398000,12250000,13448000,10333000,9538000,1180000,3229000,25844000,51036000,185230000,192930000,224807000,340515000,408006000,228470000,145616000,206171000,238890000,92112000,109763000
Jamaica,JAM,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,,,,,,,,,,,63480000,61383000,63235000,81260000,102123000,110428000,96661000,99362000,99028000,105397000,121951000,110568000,141056000,158000000,194861000,211313000,223889000,206541000,193135000,173970000,203377000,193040000,169819000,163999000,180671000,192747000,179307000,155526000,137342000,155813000,209451000,285146000,320232000,299733000,309799000,387216000,474593000,658516000,675991000,747611000,829065000,899917000,690446000,561878000,611986000,665703000,667082000,633694000
Jamaica,JAM,"IMF charges (INT, current US$)",DT.INT.DIMF.CD,,,,,,,,,,,0,0,0,0,360000,360000,2190000,4670000,7010000,10820000,23030000,27510000,43790000,51320000,61090000,55000000,52560000,62388000,41525000,37072000,33911000,31399000,29223000,24208000,17331000,16627000,9248000,6568000,5347000,6042000,6184000,3744000,2130000,1321000,1492000,1774000,2487000,2195000,513000,943000,7731000,12533000,9453000,9934000,8561000,6499000,7580000,
Jamaica,JAM,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,,,,,,,,,,,4.724290792,4.231418128,3.432552691,4.332586352,4.213998611,3.844027593,3.420578719,3.311003169,4.179243855,5.2297355,6.528535046,5.431161039,6.310915882,6.810183623,13.51692272,15.71184875,11.71284409,9.623604031,7.219122105,5.701152445,6.28523739,6.603282216,6.634134231,4.29204641,4.535661211,4.210351824,3.35910746,2.66079627,2.098718734,2.32870878,3.08686634,3.726251624,3.755993224,3.58616494,3.562474271,3.99783895,4.570370315,5.925683161,5.366046481,6.666507504,6.657568783,6.619045282,4.960816611,4.240725971,4.720869405,5.013465219,5.170437626,
Jamaica,JAM,"Interest payments on external debt (% of exports of goods, services and primary income)",DT.INT.DECT.EX.ZS,,,,,,,,,,,,,,,,,10.48372044,10.33088381,9.064626432,9.518961422,11.25358751,10.13988532,14.28385967,16.98844017,21.19165668,22.73835097,20.58462084,17.31299719,14.20443642,11.50159283,11.24093431,10.73533467,9.344238728,8.077355231,6.75976762,6.584239514,6.179928998,5.49132948,4.9897743,5.414514314,7.00862069,9.017536979,9.916510766,8.475272192,8.178988944,9.740459027,10.00022041,12.89316241,11.67242451,17.73952923,19.91479689,20.52916271,14.98398674,12.83095989,13.68300916,14.98003681,14.7726289,
Jamaica,JAM,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,63480000,61383000,63235000,81260000,102483000,110788000,98851000,104032000,106038000,116217000,159981000,152078000,195846000,226320000,282951000,287913000,290449000,282929000,251660000,231067000,261318000,241384000,214497000,200568000,211770000,233115000,214116000,194750000,176643000,197267000,265038000,321890000,341362000,317054000,340926000,420975000,516080000,720711000,703504000,758054000,845896000,925411000,724419000,591284000,641998000,692962000,697548000,
Jamaica,JAM,"PPG, bilateral concessional (INT, current US$)",DT.INT.BLTC.CD,,,,,,,,,,,653000,674000,675000,913000,1412000,2100000,2292000,2433000,3747000,7211000,9815000,10623000,11897000,8696000,6191000,12786000,14235000,10749000,12300000,9941000,16657000,22368000,14816000,29819000,25235000,38239000,34168000,26318000,27000000,26523000,25672000,29143000,23228000,23566000,22792000,15776000,17475000,16875000,16053000,35118000,48033000,47096000,15265000,18726000,20929000,19735000,19233000,
Jamaica,JAM,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,,,,,,,,,,,1190000,1639000,2158000,3190000,4888000,7604000,6921000,19057000,22524000,27640000,28798000,39108000,43495000,42275000,54756000,72086000,83742000,58166000,57394000,42469000,79522000,68120000,54339000,63259000,59043000,75846000,74489000,54767000,48274000,44633000,56014000,44164000,32243000,32170000,28531000,21195000,24455000,22215000,19826000,37477000,49515000,48234000,16415000,19167000,21097000,19928000,19363000,19051000
Jamaica,JAM,"Average interest on new external debt commitments, private (%)",DT.INR.PRVT,,,,,,,,,,,0,8.222,7.5587,5.5239,5.3648,6.1498,8.3177,2.7341,9.2874,10.8782,13.0078,17.9397,11.1164,11.2622,11.116,9.9952,7.3706,7.4407,10.3947,10.5232,8.703,8.9025,7.4473,4.375,5.8099,6.3066,4.0978,6.4961,8.4968,6.9858,10.9783,11.2437,9.0044,7.0719,9.7233,8.1664,7.8551,7.7294,7.4842,2.929,0,7.8285,0,0,7.5762,7.1149,8,
Jamaica,JAM,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,5.117971593,4.946550711,4.791112572,4.641644341,4.507128381,4.410162605,4.364345465,4.341091867,4.323124763,4.283932975,4.209862301,4.141946436,4.051170458,3.947018685,3.84585511,3.757540746,3.706458853,3.685405392,3.68791576,3.710709699,3.755001539,3.762061513,3.772653741,3.788519017,3.81181184,3.842317044,3.905911419,3.993281901,4.096164651,4.201927429,4.301752625,4.379089363,4.445117241,4.513124292,4.605746044,4.734940873,4.906651486,5.125403584,5.370852475,5.60721528,5.809883028,5.846171434,5.890036502,5.984173717,6.120923375,6.255986348,6.350814347,6.386266544,6.385215575,6.37245107,6.359659939,6.338824088,6.319836308,6.290799388,6.236340295,6.154805374,6.070304697,5.955171419
Jamaica,JAM,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,5.000378924,4.955506144,4.892381802,4.767960458,4.587953494,4.402211374,4.385191429,4.39105761,4.400594074,4.389764734,4.346837853,4.335289252,4.316337621,4.284508589,4.237833406,4.179704876,4.077002728,3.989585893,3.926293595,3.896150764,3.90285544,3.898204586,3.899435471,3.908885554,3.928323039,3.956801826,3.997488119,4.062976934,4.144633639,4.231494491,4.317289665,4.406283162,4.485709577,4.567597106,4.672692921,4.812948025,4.95318203,5.128989357,5.32837953,5.53015964,5.720909217,5.95913448,6.17196584,6.362541333,6.528604745,6.667373552,6.662343652,6.645737907,6.634335486,6.627208716,6.617396136,6.540264451,6.451502259,6.369707578,6.301592555,6.249588496,6.293371025,6.314714478
Jamaica,JAM,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,5.251177674,5.11533794,5.028937433,5.000742496,5.006604493,5.000190293,4.885951952,4.736531036,4.568207293,4.402184715,4.24958828,4.151818433,4.067739015,4.00038624,3.945192656,3.890793296,3.923178931,3.985691886,4.075025852,4.189602941,4.330628737,4.380706726,4.428661522,4.475319305,4.522342353,4.571600714,4.674655255,4.782319186,4.898635091,5.031862997,5.184924917,5.372699143,5.589922097,5.816432564,6.022960649,6.187210463,6.356041121,6.489479513,6.592598537,6.67913122,6.758248293,6.822125332,6.882961908,6.913026855,6.899999778,6.844222075,6.797678502,6.743484233,6.690344268,6.632788747,6.553737257,6.435556592,6.307870944,6.201189673,6.144760572,6.141229883,6.178896037,6.252498879
Jamaica,JAM,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,5.818618442,5.594129328,5.371461163,5.211703657,5.12792118,5.07488675,5.021449952,4.95019804,4.858588404,4.739997344,4.591335101,4.500294211,4.398383792,4.303839596,4.230379166,4.174096351,4.16211342,4.191914419,4.260344734,4.36150505,4.488896119,4.540531091,4.593427617,4.647179163,4.701541099,4.75557206,4.839321187,4.933620799,5.042705091,5.175317075,5.333811812,5.525647906,5.744252547,5.976184093,6.201218827,6.402920992,6.565105346,6.715878473,6.854357728,6.978304967,7.084466015,7.191319268,7.280745873,7.353138951,7.393094678,7.377721419,7.261946691,7.140047811,7.035087669,6.96440857,6.922199378,6.799896878,6.711620334,6.674568399,6.697923504,6.772224144,6.870557546,6.975184348
Jamaica,JAM,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,5.521927967,5.531755463,5.523513532,5.455321979,5.315257285,5.123642972,4.974621546,4.830360161,4.697019688,4.581172324,4.483251244,4.462249807,4.44438347,4.414867329,4.360938678,4.279580758,4.414741726,4.589883964,4.799856462,5.036934095,5.295433432,5.372745231,5.434010814,5.497414201,5.591058351,5.730811439,5.950747842,6.206352505,6.470878975,6.701241706,6.868281257,7.042524805,7.162866693,7.237172137,7.2855627,7.318259062,7.41008533,7.486937127,7.544980224,7.577297296,7.577225598,7.540176493,7.468473871,7.352199508,7.193245143,7.011931835,6.940265132,6.830642439,6.690127351,6.564290181,6.506987141,6.596658888,6.746553763,6.912145113,7.059223426,7.191790887,7.399554755,7.614183549
Jamaica,JAM,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,6.058169606,6.023801533,6.003094603,5.93083098,5.767001064,5.519258855,5.355247944,5.164683409,4.965432485,4.781418173,4.623135383,4.618184287,4.623757532,4.62389731,4.610643477,4.584582358,4.736491185,4.922980967,5.121992745,5.317753049,5.514650103,5.593503203,5.655312798,5.717233198,5.805031641,5.932568497,6.135108575,6.376751951,6.635199177,6.875296816,7.071713147,7.275749787,7.44700598,7.584558841,7.69255566,7.770031149,7.837314317,7.878948155,7.897575784,7.897157853,7.877629979,7.854797676,7.783036409,7.646451741,7.455372794,7.244711522,7.177447064,7.116135346,7.056692327,7.021811819,7.040228669,7.1325158,7.291076046,7.467625106,7.613308932,7.713190087,7.786387793,7.812289106
Jamaica,JAM,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,6.435869693,6.301389909,6.123554373,5.930274085,5.749715699,5.60127877,5.555653038,5.517405533,5.487182037,5.450572438,5.382651753,5.344935076,5.292440306,5.228878285,5.156456634,5.083423745,5.362755688,5.656732433,5.993212792,6.378367485,6.765420457,6.968813111,7.197589977,7.441502829,7.684120327,7.913928518,8.096166774,8.234845047,8.328355561,8.379286612,8.391768101,8.472499309,8.519273281,8.529893677,8.510700011,8.472263404,8.49298802,8.486110461,8.437100217,8.329067267,8.158335107,7.950083147,7.7350235,7.554453987,7.436678763,7.378419626,7.366927075,7.421397558,7.561768676,7.765926096,7.985191507,8.108815532,8.247675958,8.420775071,8.612005371,8.780962964,8.866967589,8.867951424
Jamaica,JAM,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,7.361550558,7.128573027,6.810417199,6.45762832,6.134325267,5.887384223,5.815152203,5.76689233,5.728543742,5.679185664,5.601854217,5.649362406,5.695017164,5.728853721,5.73358547,5.704450074,5.899479593,6.096410819,6.336962277,6.642009398,6.978380839,7.160120247,7.360522752,7.57458495,7.792777904,8.009116178,8.213042444,8.392120469,8.532753243,8.622274935,8.656713017,8.740341434,8.776517012,8.770040243,8.736287021,8.688921247,8.669479197,8.631842798,8.562416325,8.447790907,8.288088402,8.074547068,7.85858986,7.680511985,7.562944085,7.499262459,7.554467469,7.659055365,7.81008369,7.978627022,8.130342694,8.19830129,8.243978995,8.288377408,8.349371989,8.42821886,8.470652604,8.492660528
Jamaica,JAM,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,7.311661401,7.17825092,7.081204116,7.027572995,7.029404194,7.099837299,7.144102127,7.151826103,7.075529261,6.904902284,6.69841107,6.637093598,6.564420027,6.541470951,6.657966115,6.967779856,7.665344525,8.335053215,8.859833928,9.158096556,9.240159001,9.450288226,9.616004028,9.7569402,9.902970002,10.06933058,10.1016745,10.12312273,10.11384806,10.05144187,9.939180993,9.89408857,9.828291612,9.746146429,9.647130483,9.530778232,9.338951538,9.082791322,8.797281511,8.537353165,8.344765886,8.311929186,8.339900498,8.390697038,8.442239471,8.50850954,8.703640131,8.891082799,9.039329064,9.147541455,9.240582246,9.358371878,9.455965336,9.506455636,9.511719957,9.49822469,9.477994387,9.453845057
Jamaica,JAM,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,8.060310528,7.782928717,7.582579057,7.47183418,7.462539465,7.570929675,7.586367124,7.591303593,7.546806744,7.421600804,7.232843748,7.180390333,7.08554782,7.012273197,7.052495503,7.260042161,7.80639849,8.359447353,8.827051126,9.138210871,9.288178101,9.480804098,9.646943364,9.797938858,9.947338883,10.10053458,10.12150003,10.11241478,10.06416921,9.97095615,9.843957503,9.797649261,9.733905772,9.652231294,9.54870707,9.422287216,9.238684305,9.007983504,8.764111231,8.556303776,8.417502121,8.374967717,8.394680625,8.43553843,8.45487123,8.438194037,8.547158754,8.617909508,8.656858342,8.695495225,8.762582035,8.842535322,8.953633743,9.069993114,9.160737927,9.213454489,9.17750748,9.100105499
